Student Name,Student ID,Major
Tyler Rogers,SID4011,Engineering
Zachary Frye,SID4012,Mathematics
Holly Woods,SID4013,Physics
Jonathan Foster,SID4014,Biology
Kendra Roman DVM,SID4015,Philosophy
Andrew Duke,SID4016,Engineering
Robert Barajas,SID4017,Engineering
Justin Martin,SID4018,History
Christopher Garcia,SID4019,Biology
Dale Jackson,SID4020,Philosophy
Shane Jefferson,SID4021,Psychology
Rose Rivera,SID4022,Biology
Christopher Silva,SID4023,History
Joseph Willis,SID4024,Literature
Tiffany Cantu,SID4025,History
Rodney Cole,SID4026,Economics
James Bradley,SID4027,Biology
Antonio Rowland,SID4028,Physics
Lisa Page PhD,SID4029,Medicine
Amy Lawrence,SID4030,Mathematics
Christopher Johnson,SID4031,Physics
Robert Hall,SID4032,Engineering
Jenna Cannon,SID4033,Computer Science
Danielle Boyd,SID4034,Art
Mary Peters,SID4035,Engineering
William Moore,SID4036,Psychology
Melanie Mercer,SID4037,Philosophy
Brooke Cole,SID4038,Physics
Kenneth Carter,SID4039,Computer Science
Victor Reed,SID4040,Art
Sara Jennings,SID4041,Engineering
Lisa Thomas,SID4042,Biology
Christine Gardner,SID4043,Mathematics
Desiree Jenkins,SID4044,Biology
Henry Patel,SID4045,Philosophy
Vicki Harris,SID4046,Biology
Steven Fernandez,SID4047,Philosophy
Joshua Burch,SID4048,Computer Science
Paula Nelson,SID4049,Engineering
Mr. Elijah Smith MD,SID4050,Engineering
Courtney Peters,SID4051,Physics
Elizabeth Mayer,SID4052,Psychology
Brittany Powell,SID4053,Art
Michael Davis,SID4054,History
Casey Thompson,SID4055,History
Linda Manning,SID4056,History
Aaron Smith,SID4057,Biology
Mark Bell,SID4058,Medicine
Nicole Crawford,SID4059,Mathematics
Gilbert Martin,SID4060,History
Claudia Newman,SID4061,Economics
Nicole Garcia,SID4062,Economics
Erin Wright,SID4063,Biology
Dawn Guerrero,SID4064,Medicine
Chelsea Tapia,SID4065,Art
Tracy Coleman,SID4066,Literature
Michael Smith,SID4067,Economics
William Johnson,SID4068,Medicine
Erica White,SID4069,Engineering
Steven Young,SID4070,Biology
Johnathan Morales,SID4071,Psychology
Karen Kelly,SID4072,Computer Science
Susan Graham,SID4073,Literature
Krystal Cobb,SID4074,History
Richard Lopez,SID4075,Art
Brandi Pena,SID4076,Computer Science
Robert Lawrence,SID4077,Medicine
Tracey Lewis,SID4078,Engineering
Kelly Small,SID4079,Art
Alexandra King,SID4080,Biology
Corey Williams,SID4081,Psychology
Crystal Bradford,SID4082,Mathematics
Stephen Leach,SID4083,Medicine
Mary Decker,SID4084,Mathematics
Paula Duncan,SID4085,Biology
Ashley Cooper,SID4086,Economics
Charles Yang,SID4087,Medicine
Michael Martinez,SID4088,Literature
Mary Anderson,SID4089,Engineering
Ross Barrett,SID4090,Philosophy
Andrew Lawrence,SID4091,Medicine
Todd Scott,SID4092,Computer Science
Kim Martinez,SID4093,Literature
Bonnie Martin,SID4094,Economics
Amanda Dunlap,SID4095,Computer Science
Amber Perez,SID4096,Art
Jonathan Perry,SID4097,Biology
Brittany Schultz,SID4098,Philosophy
Robert James,SID4099,History
Charles Burke,SID4100,History
Christopher Acosta,SID4101,Art
Sara Nelson,SID4102,Mathematics
Bryan Knight Jr.,SID4103,Physics
Antonio Sanchez,SID4104,Economics
Sarah Jackson,SID4105,Computer Science
Jennifer Nguyen,SID4106,Philosophy
Randall Harris,SID4107,Engineering
James Frost,SID4108,Literature
Laura Navarro,SID4109,Medicine
Tyler Steele,SID4110,History
Kenneth Hawkins,SID4111,Literature
Zachary Knight,SID4112,Physics
Mike Brown,SID4113,Literature
Stacie Campbell,SID4114,Art
Jerry Montes,SID4115,Mathematics
Christine Crawford,SID4116,Literature
Jacob Smith,SID4117,Engineering
Lauren Jensen,SID4118,Computer Science
Christine Alexander,SID4119,Physics
Amy Miles,SID4120,Medicine
Brandon Ford,SID4121,Medicine
David Simon,SID4122,Engineering
Richard Ross,SID4123,Engineering
Fernando Flynn,SID4124,Physics
Steven Chambers,SID4125,Literature
Alexandra Waller,SID4126,Biology
Kristen Russell,SID4127,History
Kathryn George,SID4128,Engineering
Chloe Williams,SID4129,Literature
Jason Morgan,SID4130,Philosophy
Elizabeth Huffman,SID4131,Biology
Bryan Newman,SID4132,Philosophy
Andrew Harrell,SID4133,Art
Eric Mcdonald,SID4134,Engineering
Jenna Perkins,SID4135,Mathematics
Rita Barker,SID4136,Engineering
Stephanie Roach,SID4137,Literature
Corey Manning,SID4138,Literature
Jordan Harrison,SID4139,Medicine
Mary Moreno,SID4140,Psychology
Neil White,SID4141,Art
Monica Li,SID4142,Medicine
Kevin Henry,SID4143,Literature
Shannon Rowland,SID4144,Engineering
Tiffany Mcdaniel,SID4145,Medicine
Shannon Fuller,SID4146,History
Chad Harris,SID4147,Mathematics
Brent Andersen,SID4148,Biology
Robert Wolfe,SID4149,Philosophy
Russell Bush,SID4150,Biology
Karen Martin,SID4151,Mathematics
William Tucker,SID4152,Computer Science
Leslie Anderson,SID4153,Biology
Diane Graham,SID4154,Biology
Jermaine Walker,SID4155,Computer Science
Xavier Acevedo,SID4156,Economics
Jennifer Espinoza,SID4157,History
Danielle Oliver,SID4158,Economics
Michael Bell,SID4159,Mathematics
Steve Silva,SID4160,Philosophy
Megan Church,SID4161,Biology
Jay Knight,SID4162,Philosophy
Christopher Glover,SID4163,History
Denise Washington,SID4164,Art
Christopher Anthony,SID4165,Biology
Erin Long,SID4166,Mathematics
Douglas Hawkins,SID4167,Economics
William Gonzalez,SID4168,Computer Science
Ariana Baker,SID4169,Biology
Jason Stone,SID4170,History
Cameron Peters,SID4171,Medicine
Oscar Hall,SID4172,Economics
Eric Rogers,SID4173,Engineering
John Thompson,SID4174,Medicine
Paul Velasquez,SID4175,Philosophy
Bryan Bowen,SID4176,History
April Bridges,SID4177,Economics
Hayden Schroeder,SID4178,Literature
Richard Floyd,SID4179,Engineering
Mrs. Suzanne Jackson PhD,SID4180,Philosophy
Sandra Frank,SID4181,Art
James Allen,SID4182,Art
Amber Cooper,SID4183,Philosophy
Kaitlyn Sanders,SID4184,Physics
Bradley Brown,SID4185,Economics
Greg Walls,SID4186,Computer Science
Melanie Mosley,SID4187,History
Jennifer Patterson,SID4188,Psychology
Brandon Reynolds,SID4189,Psychology
Justin Wilson,SID4190,Literature
James Neal,SID4191,Psychology
Marcus Hernandez,SID4192,Art
Kristi Stevens,SID4193,Philosophy
Mitchell Medina,SID4194,Mathematics
Samantha Wilkinson,SID4195,Art
Rachel Cisneros,SID4196,Biology
Michelle Curry,SID4197,Psychology
Keith Clarke,SID4198,Physics
Corey Miller MD,SID4199,History
Michael Meyer,SID4200,Physics
Angela Turner,SID4201,Physics
Leslie Perry,SID4202,Biology
Sherry Martin,SID4203,Economics
Steven Morgan,SID4204,History
Danny Whitaker,SID4205,Mathematics
Angela Lee,SID4206,Physics
Suzanne Archer,SID4207,Computer Science
Ann Norris,SID4208,Art
Cynthia Stevens,SID4209,Medicine
Brittany Stone,SID4210,Mathematics
Michael Henry,SID4211,Physics
Willie Bray,SID4212,Engineering
Benjamin Sullivan,SID4213,Literature
Tyler Case,SID4214,Medicine
Jeremy Baker,SID4215,Economics
Kayla Jackson,SID4216,Philosophy
Melissa Gibson,SID4217,Computer Science
Rachel Graham,SID4218,Literature
Joe Cherry,SID4219,Art
Julia Cervantes,SID4220,Biology
Kevin Hutchinson,SID4221,Art
Amy Lamb,SID4222,Medicine
Thomas Kirk,SID4223,Physics
Rhonda Peters,SID4224,Biology
Jennifer Gray,SID4225,Biology
Michelle Bishop,SID4226,Psychology
Amy Christian,SID4227,Literature
Denise Stone,SID4228,Physics
James Wright,SID4229,Medicine
Michael Jordan,SID4230,Computer Science
Erica Lee,SID4231,Psychology
Matthew Flores,SID4232,Biology
Matthew White,SID4233,Literature
Connor Solomon,SID4234,Physics
Tonya Reyes,SID4235,Art
Beth Smith,SID4236,Mathematics
Alex Gallagher,SID4237,Art
David Cook,SID4238,Psychology
Jason Stokes,SID4239,Biology
Emily Davis,SID4240,Philosophy
David Griffin,SID4241,Medicine
Wendy Tate,SID4242,Art
Juan Garcia,SID4243,Computer Science
James Lee,SID4244,Mathematics
Derek Craig,SID4245,History
Robert Burton,SID4246,Art
Randy Yang,SID4247,Philosophy
Mike Lee,SID4248,Medicine
Ashley Santiago,SID4249,Art
Katelyn Young,SID4250,Philosophy
Carl Morris,SID4251,Literature
Mark Valencia,SID4252,Psychology
Carrie Norman,SID4253,Physics
Cynthia Harper,SID4254,Engineering
Jessica Smith,SID4255,Economics
Victoria Tran,SID4256,Biology
Kimberly Wilson,SID4257,Economics
David Davis,SID4258,Art
Tiffany Figueroa,SID4259,Economics
Manuel Lewis,SID4260,Computer Science
Cassandra Martinez,SID4261,Medicine
Victor Santana,SID4262,Economics
Alexis Brooks,SID4263,Medicine
Michael Davis,SID4264,Economics
Mariah Graham,SID4265,Art
Benjamin Williams,SID4266,Psychology
Veronica Guerra,SID4267,Computer Science
Christina Frank,SID4268,Physics
Stephanie Zhang,SID4269,Art
Cassandra Douglas,SID4270,Engineering
Blake Wagner,SID4271,Art
Leah Terry,SID4272,History
Patrick Gillespie,SID4273,Biology
Evelyn Burns,SID4274,Philosophy
Matthew Medina,SID4275,Biology
Melissa Day,SID4276,Biology
Deborah Murphy,SID4277,Literature
Alexis Lowery,SID4278,Philosophy
Jill Richardson,SID4279,Physics
Steven Howell,SID4280,Medicine
Sue Valenzuela,SID4281,Computer Science
David Atkinson,SID4282,Economics
David Odonnell,SID4283,Biology
Tammy Williams,SID4284,Biology
Sean Jackson,SID4285,Biology
Jennifer Brown,SID4286,Engineering
David Ryan,SID4287,Philosophy
Danny Ford,SID4288,Economics
Juan Knight,SID4289,Art
Brandon Martinez,SID4290,Art
Kara Wilson,SID4291,History
Samantha Riley,SID4292,Literature
Daniel Parks,SID4293,History
Jennifer Franco,SID4294,Physics
Scott Vaughn,SID4295,Philosophy
Christopher Johnson,SID4296,Computer Science
Ariel Williams,SID4297,Psychology
Shawn Dawson,SID4298,Mathematics
Daniel Turner,SID4299,Psychology
Brian Dennis,SID4300,Literature
Jesse Valenzuela,SID4301,Physics
Bradley Tapia,SID4302,Philosophy
Patricia Smith,SID4303,Art
Christopher Walker,SID4304,Physics
Dwayne Molina,SID4305,History
Nancy Fletcher,SID4306,Mathematics
Sheryl Brown,SID4307,Biology
Matthew Blackwell,SID4308,Physics
Harold Moses,SID4309,Literature
Robert Bell,SID4310,Mathematics
Laura White,SID4311,History
Nicole Little,SID4312,Engineering
Caroline Campbell,SID4313,Economics
Jennifer Walker,SID4314,Literature
Tricia Ashley,SID4315,Biology
Shawn Craig,SID4316,Computer Science
Mikayla Wilson,SID4317,Computer Science
Alyssa Hopkins,SID4318,Engineering
Carl Williams,SID4319,Biology
Kristi Ramirez,SID4320,Physics
Dana Drake,SID4321,Literature
Theresa Phillips,SID4322,Engineering
Reginald Parrish,SID4323,Philosophy
Nicholas Hendrix,SID4324,Medicine
Michael Whitaker,SID4325,Art
Joshua Hancock,SID4326,Art
Eileen Owens,SID4327,Physics
Alexandra Jackson,SID4328,Literature
Lawrence Lynch,SID4329,Art
Tiffany Garcia,SID4330,Philosophy
Donald Rodriguez,SID4331,Art
James Harper,SID4332,Mathematics
Spencer Brown,SID4333,Art
Samuel Ramirez,SID4334,Engineering
Brooke Taylor,SID4335,Psychology
Jessica Paul,SID4336,Economics
Mark Chapman,SID4337,Philosophy
James Leblanc,SID4338,Computer Science
Lisa Powell,SID4339,History
Austin Martin,SID4340,History
Michael Clark,SID4341,Medicine
Alec Lin,SID4342,Art
Ariana Davidson,SID4343,Biology
Mr. Timothy Barker,SID4344,Philosophy
Joshua Brown,SID4345,Physics
Robert Whitehead,SID4346,History
Jonathan Lawrence,SID4347,History
Linda Newton,SID4348,Psychology
Isabella Gray,SID4349,Literature
Chase Burton,SID4350,Economics
Kimberly White,SID4351,Medicine
Kayla Bolton,SID4352,Physics
Robert Reyes,SID4353,Physics
Christopher Fleming,SID4354,Medicine
Kelly Rodriguez,SID4355,History
Scott Guerrero,SID4356,Mathematics
Victoria Singh,SID4357,Art
Mario Shaw,SID4358,Biology
Michelle Hodges,SID4359,Medicine
Jeffrey Hoover,SID4360,Engineering
Vincent Coleman,SID4361,Literature
Michael Hopkins III,SID4362,Biology
Raymond Austin,SID4363,Philosophy
Carrie Huffman,SID4364,Biology
Justin Jefferson,SID4365,Medicine
Bethany Arnold,SID4366,Art
Ian Jackson,SID4367,Philosophy
Wesley Wilson,SID4368,Computer Science
Seth Valdez,SID4369,Philosophy
Shawn Mcdaniel,SID4370,Physics
Scott James,SID4371,Economics
Chelsea Ibarra,SID4372,Medicine
Rebecca Lopez,SID4373,Medicine
Stephen Powell,SID4374,Economics
Cassandra Snyder,SID4375,Philosophy
Teresa Parker,SID4376,Physics
Angela Whitaker,SID4377,Engineering
David West,SID4378,Economics
Michael Smith,SID4379,Engineering
Ashley Moore,SID4380,Philosophy
Deborah Mccoy,SID4381,Literature
Kayla Ford,SID4382,Physics
Amanda Rios,SID4383,Economics
Scott Knight,SID4384,Economics
Mrs. Jessica James,SID4385,Literature
Lisa Patrick,SID4386,Mathematics
Alexandra Johnson,SID4387,Computer Science
Robert Luna PhD,SID4388,Computer Science
Christopher Watson,SID4389,Philosophy
Andrew Lewis,SID4390,History
Rachel Hunter,SID4391,Biology
Ronald Sullivan,SID4392,Computer Science
Jennifer Smith,SID4393,Physics
Austin Perry,SID4394,Biology
Shannon Santiago,SID4395,Computer Science
Joshua Ross,SID4396,Medicine
Jessica Price,SID4397,Physics
Tina Wilson,SID4398,History
Adam Johnson,SID4399,Computer Science
Erik West,SID4400,Psychology
James Jensen,SID4401,Physics
Linda Deleon,SID4402,Mathematics
Kelli Romero,SID4403,Art
Kendra Gibson,SID4404,Physics
Faith Morton,SID4405,Engineering
Jennifer Dean,SID4406,Literature
Casey Thompson,SID4407,Literature
William Gibson,SID4408,Art
Andrew Jones,SID4409,Art
Todd Brown,SID4410,Physics
Brian Mendez,SID4411,Medicine
Angel Anderson,SID4412,Physics
Tami Stewart,SID4413,Mathematics
Tyler West,SID4414,Mathematics
Angela Black,SID4415,Physics
Stacey Bailey,SID4416,Philosophy
Ian Miller,SID4417,Psychology
Gary Mejia,SID4418,Art
Loretta Wiggins,SID4419,Engineering
Lori Turner,SID4420,Philosophy
Michelle Watkins,SID4421,Psychology
Larry Morrow,SID4422,Art
John Bowen,SID4423,Biology
Joseph Brown,SID4424,Biology
James Herrera,SID4425,Medicine
Mr. Derek Miller,SID4426,Economics
Nicholas Humphrey,SID4427,Psychology
Caleb Clark,SID4428,Medicine
Alexis Price,SID4429,History
James Clark,SID4430,Psychology
Donald Phillips,SID4431,Medicine
Gail Scott,SID4432,Philosophy
Eric Savage,SID4433,Computer Science
Bradley Weber,SID4434,Computer Science
Michael Shepherd,SID4435,Computer Science
Robert Walsh,SID4436,Philosophy
Erika Miller,SID4437,Art
Yvonne Coleman,SID4438,Art
Brianna Phillips,SID4439,Psychology
Sandra Flynn,SID4440,Psychology
Christina Joseph,SID4441,History
Robert Smith,SID4442,Literature
Richard Johnston Jr.,SID4443,Psychology
Michael Rodriguez,SID4444,Mathematics
Carrie Mills,SID4445,Computer Science
Jessica Briggs,SID4446,Philosophy
Heather Wood,SID4447,Medicine
Wendy Elliott,SID4448,Engineering
Matthew Duncan,SID4449,Mathematics
Dalton Morales,SID4450,Computer Science
Ashley Hamilton,SID4451,Economics
Gary Walter,SID4452,Economics
Jeremy Sherman,SID4453,Literature
Abigail Lopez,SID4454,Biology
Stacey Gilmore,SID4455,Psychology
Susan Hughes,SID4456,Economics
Sarah Graham,SID4457,Economics
Mary Flores,SID4458,Art
Regina Ramirez,SID4459,Computer Science
Christopher Robertson,SID4460,Economics
Daniel Blair,SID4461,Medicine
Brooke Cisneros,SID4462,Medicine
Carlos Brown,SID4463,Art
John Bright,SID4464,Psychology
Sarah Matthews,SID4465,Computer Science
Lisa Smith,SID4466,Literature
Kevin Rose,SID4467,Economics
Tina Jackson,SID4468,History
Peggy Palmer,SID4469,Engineering
Shawn Potts,SID4470,Physics
Tanya Patton,SID4471,Economics
James Branch,SID4472,Medicine
Justin Scott,SID4473,Art
Heather Smith,SID4474,Psychology
Kenneth Terry,SID4475,Psychology
David Hernandez,SID4476,Psychology
Thomas Fernandez,SID4477,Art
Anthony Gregory,SID4478,Psychology
Donald Nguyen,SID4479,Philosophy
Sara Reese,SID4480,Physics
Amy Ray,SID4481,Psychology
Tiffany Hancock,SID4482,Economics
Samantha Mills,SID4483,History
Dana Boyd,SID4484,Art
Catherine Green,SID4485,Computer Science
Jessica Stokes MD,SID4486,Computer Science
Mary Brown,SID4487,Physics
Zachary Christensen,SID4488,Biology
Candace Green,SID4489,Mathematics
Mr. Travis Hart,SID4490,Economics
Kyle Cox,SID4491,Mathematics
Nancy Hernandez,SID4492,Psychology
Elizabeth Powell DDS,SID4493,Physics
Jeffrey Gallegos,SID4494,Economics
Brian Clark,SID4495,Economics
Tiffany Palmer,SID4496,Literature
Kristen Goodman,SID4497,Engineering
Bruce Gonzalez,SID4498,History
Ms. Carolyn Edwards,SID4499,Biology
Melissa Sellers,SID4500,Art
Michelle Wilson,SID4501,Philosophy
William Aguilar,SID4502,History
Amber Mcdonald,SID4503,Psychology
Nathan Snyder,SID4504,Biology
Tyler Walker,SID4505,Mathematics
Ms. Carly Mays,SID4506,Physics
Haley Sullivan,SID4507,Medicine
James Williams,SID4508,Biology
Jacob Reed,SID4509,Economics
Margaret Green,SID4510,Mathematics
Christina Meyers,SID4511,Biology
Jared Moore,SID4512,Engineering
Vincent Hanson,SID4513,Literature
Brandy Cisneros,SID4514,Philosophy
Laura Smith,SID4515,Art
Yesenia Morrison,SID4516,Literature
James Thompson,SID4517,Economics
Adam Torres,SID4518,Medicine
David Mcbride,SID4519,Medicine
William Lee,SID4520,Philosophy
Michael Garcia,SID4521,Engineering
Katherine Jones,SID4522,Engineering
Matthew Sharp,SID4523,Economics
Lisa Jackson,SID4524,Biology
Melissa Castillo MD,SID4525,Mathematics
Louis Gregory,SID4526,History
Curtis Lewis,SID4527,Computer Science
Lisa Cox,SID4528,Literature
Amanda Taylor,SID4529,Economics
Joseph Mcpherson,SID4530,Art
Nathaniel Williams,SID4531,History
Suzanne Smith,SID4532,Computer Science
Timothy Patel,SID4533,Psychology
Breanna Stevens,SID4534,Philosophy
Debra Powell,SID4535,Art
Patrick Wagner,SID4536,Art
Kristen Gordon,SID4537,Computer Science
Jennifer Hernandez,SID4538,Literature
Jennifer Nguyen,SID4539,Psychology
Dr. Jack Freeman,SID4540,Psychology
Michelle Harrell,SID4541,Literature
Kenneth Brown,SID4542,Engineering
Katrina Brown,SID4543,Economics
Elizabeth Cowan,SID4544,Computer Science
Kenneth Suarez,SID4545,History
Grant Patterson,SID4546,Literature
Eric Huff,SID4547,Literature
Sandra Nguyen,SID4548,Medicine
Dylan Johnson,SID4549,Mathematics
Heather Cooper,SID4550,Psychology
Emma Lambert,SID4551,Physics
Patricia Wagner,SID4552,Literature
Kimberly Lewis,SID4553,Medicine
Sherry White,SID4554,Art
William Guerrero,SID4555,Art
Holly Cummings,SID4556,Literature
Kaitlyn Wallace,SID4557,Engineering
Aaron Miller,SID4558,Psychology
Heidi West,SID4559,History
Johnny Scott,SID4560,Physics
Mary Powell,SID4561,Philosophy
Emily Glenn,SID4562,Art
Kent Riley,SID4563,Biology
Jason Mills,SID4564,Physics
Juan Sanders,SID4565,Engineering
Scott Rice,SID4566,Biology
Karen Drake,SID4567,Economics
Chad Maddox,SID4568,Computer Science
Maureen Stephenson,SID4569,Art
Jessica Lee,SID4570,History
Sarah Small,SID4571,History
Kimberly Reynolds,SID4572,Economics
Joseph Dominguez,SID4573,Psychology
Ashley Thompson,SID4574,Art
Jose Griffith,SID4575,Literature
Erica Roberts,SID4576,Literature
Eric Foster,SID4577,Medicine
Kathleen Guzman,SID4578,Physics
Rebecca Anderson,SID4579,Computer Science
Jeffery Adams,SID4580,Psychology
Monique Edwards,SID4581,Art
Lynn Burns,SID4582,History
Kelly Saunders,SID4583,Philosophy
Jade Graham,SID4584,Engineering
Ryan Lopez,SID4585,Medicine
William Hines,SID4586,Art
Brandon Gardner,SID4587,Philosophy
Megan Arnold,SID4588,Biology
Monica Ritter,SID4589,Economics
Jessica Anderson,SID4590,Art
Christopher Boyd,SID4591,Medicine
Bradley Lewis,SID4592,Economics
Tiffany Powers,SID4593,Literature
Cody Mccarty,SID4594,Computer Science
Jonathan Mitchell,SID4595,Mathematics
Angela Cross,SID4596,Literature
Michele Ritter,SID4597,Art
Kiara Nunez,SID4598,Literature
Bob Moore,SID4599,Computer Science
Amber Rivera,SID4600,Computer Science
Veronica Rasmussen,SID4601,Art
Cheryl Moore,SID4602,Computer Science
Jaime Gibson,SID4603,Medicine
Paul Williams,SID4604,Engineering
Thomas Nelson,SID4605,Computer Science
David Murphy,SID4606,Art
David Sandoval,SID4607,Biology
Shane Simon,SID4608,Computer Science
Katelyn Baker,SID4609,Computer Science
George Cooper,SID4610,Biology
Anthony Kirby,SID4611,Medicine
Lisa Maynard,SID4612,Mathematics
Danielle Lee,SID4613,Economics
Kimberly Duarte,SID4614,Economics
Michael Jimenez,SID4615,Psychology
Jodi Thornton,SID4616,Philosophy
Lydia Hayes,SID4617,Computer Science
Jeremy Miller,SID4618,Psychology
Dennis Simmons,SID4619,Engineering
Amy Salazar,SID4620,Art
Robert Shah,SID4621,Art
Christopher Thomas,SID4622,History
Nathan Holland,SID4623,Medicine
Troy Montgomery,SID4624,Physics
Valerie White,SID4625,Philosophy
Bruce Ramirez,SID4626,Biology
Alexis Lewis,SID4627,History
Tina Jordan,SID4628,History
Kathryn Campbell,SID4629,Medicine
Edward Walter,SID4630,Biology
Joe Andrade,SID4631,Medicine
Amanda Adams,SID4632,Art
Cory Clark,SID4633,Engineering
Michael Campbell,SID4634,Literature
Tara Hudson,SID4635,Mathematics
Robert Coleman,SID4636,Economics
Lisa Taylor,SID4637,Psychology
Juan Peterson,SID4638,Physics
David Lee,SID4639,History
Sean Juarez,SID4640,Medicine
Lori Franklin,SID4641,Literature
Emma Powell,SID4642,Computer Science
Tammy Acevedo,SID4643,Economics
Philip Brown,SID4644,Literature
Gabrielle Logan,SID4645,Biology
Bruce Morris,SID4646,Physics
Jacqueline Stephens,SID4647,Economics
Michelle Beasley,SID4648,Computer Science
Travis Conrad,SID4649,Economics
Rebecca Robinson,SID4650,Literature
Daniel Raymond,SID4651,Physics
Keith Cobb,SID4652,Mathematics
Paul Dominguez,SID4653,Computer Science
Jorge Wells,SID4654,Engineering
Anthony Harris,SID4655,Computer Science
Tiffany Parsons,SID4656,Economics
Rodney West,SID4657,History
Christine Le,SID4658,Philosophy
Jessica Garcia,SID4659,Engineering
Madeline Myers,SID4660,Biology
Charles Wright,SID4661,Art
Maurice Brown,SID4662,Literature
Alexis Glenn,SID4663,Physics
Jennifer Sims,SID4664,Literature
Eric Curtis,SID4665,History
Mrs. Cynthia Grant,SID4666,Mathematics
Jenna Francis,SID4667,Medicine
Jerry Brown,SID4668,Psychology
Christopher Sanders,SID4669,Mathematics
Kathleen Bradshaw,SID4670,Literature
John Torres,SID4671,Engineering
John Allen,SID4672,Computer Science
Kaitlyn Strickland,SID4673,Philosophy
Tracy Estrada,SID4674,Computer Science
Michael Washington,SID4675,Psychology
Jesse Sheppard,SID4676,Biology
Rodney Wheeler,SID4677,Computer Science
Tara Vincent,SID4678,Medicine
Terry Hunter,SID4679,Physics
Elizabeth Mueller,SID4680,Engineering
Amy Powers,SID4681,History
Steven Michael,SID4682,Computer Science
Robert Reynolds,SID4683,Psychology
Kelly Sanchez,SID4684,History
Catherine Smith,SID4685,Economics
Adam Knapp,SID4686,Medicine
Angela Zuniga,SID4687,Mathematics
Susan Williams,SID4688,Philosophy
Jennifer Sanchez,SID4689,Engineering
Amy Summers,SID4690,Mathematics
Jennifer Skinner,SID4691,Economics
Chad Stone,SID4692,History
Norman Evans,SID4693,Literature
Thomas Rojas,SID4694,Psychology
Shaun Lopez,SID4695,Literature
Timothy Vasquez,SID4696,Biology
Michelle Trujillo,SID4697,Art
Joseph Walters,SID4698,Physics
Nicholas Garcia,SID4699,Psychology
Brenda Flynn,SID4700,Medicine
Mary Klein,SID4701,Physics
George Bailey,SID4702,History
Thomas Diaz,SID4703,Philosophy
Lauren Martinez,SID4704,Biology
Shannon Henderson,SID4705,Computer Science
Glenn Hines,SID4706,Psychology
Robert Hall,SID4707,Literature
Bryan Blake,SID4708,Economics
Brandon Sullivan,SID4709,Art
Mitchell Jones,SID4710,Computer Science
Devin Williams,SID4711,Physics
Robert Brooks,SID4712,Philosophy
Sandra Alvarez,SID4713,Art
Jeremy Garcia,SID4714,Engineering
Brittany Robinson,SID4715,Literature
Sheri Wolfe,SID4716,Physics
Sharon Martinez,SID4717,Engineering
Jonathan Morris,SID4718,Biology
Fred Turner,SID4719,Mathematics
James Green,SID4720,Computer Science
Ryan Gonzalez,SID4721,Computer Science
George Mills,SID4722,Medicine
Scott Jacobs,SID4723,Literature
Devin Dean,SID4724,Medicine
Christy Wilson,SID4725,Computer Science
Laurie Fernandez,SID4726,Computer Science
Daniel Perez,SID4727,Art
Stephanie Carey,SID4728,Engineering
Jake Ramirez,SID4729,Physics
Ashley Fuller,SID4730,Computer Science
Michael Cole,SID4731,Literature
Michael Fisher,SID4732,Medicine
Jessica Harris,SID4733,Literature
Randy Allen,SID4734,Art
Aaron Morris,SID4735,Literature
Allison Gonzalez,SID4736,History
Carla Watkins,SID4737,Psychology
Megan Atkins,SID4738,Psychology
Sheila Ayala,SID4739,Physics
Timothy Miller,SID4740,Literature
Jason Erickson,SID4741,Biology
Carol Ellis,SID4742,Physics
John Reilly,SID4743,Economics
Elizabeth Green,SID4744,Medicine
David Nichols,SID4745,Psychology
Joanna Harris,SID4746,Physics
Albert Bradford,SID4747,History
Laura Ashley,SID4748,Literature
George Henson,SID4749,Mathematics
Kathleen Garcia,SID4750,Economics
Richard Walker MD,SID4751,Engineering
Christopher Moore,SID4752,Economics
Michael Rogers,SID4753,Economics
Brandon Gonzales,SID4754,Literature
Samantha Moss,SID4755,Computer Science
Brandy Singh,SID4756,Art
Charles Mitchell,SID4757,Physics
Sandra Smith,SID4758,Economics
Deborah Ross,SID4759,Art
Alicia Scott,SID4760,Physics
Kayla Ayers,SID4761,Medicine
Jon Franco,SID4762,Philosophy
Julie Martinez,SID4763,Medicine
Becky Miller,SID4764,Engineering
Eric Chung,SID4765,Literature
Tina Flores,SID4766,Psychology
Tiffany Reid,SID4767,Medicine
Emily Reyes,SID4768,Medicine
Aaron Hickman,SID4769,Engineering
Tyler Chen,SID4770,Philosophy
Heather Bradley,SID4771,Computer Science
Christine Schroeder,SID4772,Computer Science
Daniel Jensen,SID4773,Literature
Ryan Campbell,SID4774,Psychology
Jill Drake,SID4775,Economics
Lisa Morgan,SID4776,Economics
Gloria Woodward,SID4777,Economics
Dr. Emily Allison DDS,SID4778,Art
Alicia Rivera,SID4779,Engineering
Gabriel Henderson,SID4780,Philosophy
Matthew Jenkins,SID4781,Biology
Jessica Brown,SID4782,Engineering
Jessica Cole,SID4783,Psychology
Monica Campbell,SID4784,Medicine
Jessica Brown,SID4785,Computer Science
Jonathan Petersen,SID4786,History
Katherine Cox,SID4787,Computer Science
Nicholas Vega,SID4788,History
Michelle Good,SID4789,Physics
Jeremy Sanders,SID4790,Psychology
Stephanie Scott,SID4791,Philosophy
Nicole Guerra,SID4792,Biology
David Reese,SID4793,Computer Science
Michelle Johnson,SID4794,History
Kristen Davis,SID4795,Economics
David White,SID4796,Art
